incident_id,date,system_affected,attack_type,severity,resolution_time_hours,status,reported_by,region
INC02378,2025-04-04,VPN Gateway,Privilege Escalation,Medium,,Open,End User,South America
INC02379,2025-02-13,Email Server,Phishing,Low,65.3,Closed,End User,South America
INC02380,2024-11-26,VPN Gateway,Zero-Day,Low,16.3,Closed,IT Admin,South America
INC02381,2025-05-23,Firewall,DDoS,Low,66.6,Closed,End User,Asia
INC02382,2025-05-22,Application Server,Zero-Day,Low,64.1,Closed,Security Manager,North America
INC02383,2024-08-16,Workstation,Password Attack,Critical,,Open,SOC Analyst,South America
INC02384,2025-05-15,Application Server,Password Attack,Critical,,Open,IT Admin,North America
INC02385,2025-04-28,Email Server,Man-in-the-Middle,High,3.7,Closed,IT Admin,Oceania
INC02386,2024-09-25,Application Server,Phishing,High,25.4,Closed,External Auditor,South America
INC02387,2024-12-23,IoT Device,Password Attack,Medium,,Open,External Auditor,Africa
INC02388,2025-04-16,VPN Gateway,Zero-Day,Low,38.0,Closed,External Auditor,Oceania
INC02389,2024-09-02,User Device,Malware,Medium,12.7,Closed,Security Manager,Asia
INC02390,2024-07-15,VPN Gateway,SQL Injection,High,,Closed,IT Admin,North America
INC02391,2024-08-07,Cloud Storage,SQL Injection,Critical,4.9,Closed,End User,North America
INC02392,2025-04-11,Firewall,Insider Threat,Medium,31.2,Closed,IT Admin,South America
INC02393,2024-09-11,IoT Device,SQL Injection,Low,16.7,Closed,SOC Analyst,Europe
INC02394,2025-05-30,Workstation,Zero-Day,Medium,,Open,IT Admin,Oceania
INC02395,2024-10-09,Database,Malware,High,58.8,Closed,End User,Africa
INC02396,2024-12-10,VPN Gateway,SQL Injection,Medium,40.4,Closed,End User,Oceania
INC02397,2024-07-13,Application Server,Man-in-the-Middle,Critical,49.7,Closed,External Auditor,Africa
INC02398,2024-07-04,Workstation,Privilege Escalation,Medium,19.2,Closed,SOC Analyst,South America
INC02399,2024-10-14,Workstation,Password Attack,Critical,23.0,Closed,Security Manager,North America
INC02400,2024-08-20,Workstation,SQL Injection,High,,Closed,IT Admin,Africa
INC02401,2025-02-24,Firewall,Ransomware,Medium,12.7,Closed,SOC Analyst,Oceania
INC02402,2024-09-14,User Device,Password Attack,High,30.0,Closed,External Auditor,Asia
INC02403,2025-01-16,Database,Ransomware,High,35.7,Closed,SOC Analyst,Asia
INC02404,2025-05-20,Cloud Storage,Insider Threat,High,12.8,Closed,Security Manager,North America
INC02405,2024-12-30,Application Server,Malware,High,36.1,Closed,Security Manager,South America
INC02406,2024-08-21,Firewall,Insider Threat,Medium,,Open,IT Admin,Africa
INC02407,2025-03-26,Application Server,DDoS,Medium,43.5,Closed,SOC Analyst,North America
INC02408,2025-05-07,Database,Phishing,Medium,32.0,Closed,SOC Analyst,Oceania
INC02409,2024-07-22,Email Server,Phishing,Medium,,Closed,IT Admin,North America
INC02410,2025-04-11,Workstation,Password Attack,Low,66.3,Closed,End User,Oceania
INC02411,2024-08-30,Database,Phishing,Medium,,Open,SOC Analyst,North America
INC02412,2024-08-24,Database,Phishing,Medium,59.5,Closed,IT Admin,Europe
INC02413,2024-11-30,VPN Gateway,Malware,Medium,,Open,External Auditor,North America
INC02414,2024-08-09,Workstation,DDoS,Critical,,Closed,External Auditor,Asia
INC02415,2025-03-30,User Device,Malware,Critical,17.7,Closed,End User,North America
INC02416,2024-11-29,Application Server,DDoS,Medium,58.7,Closed,End User,Africa
INC02417,2025-01-13,Workstation,Insider Threat,Medium,67.1,Closed,End User,Oceania
INC02418,2025-01-02,Firewall,Ransomware,Medium,51.2,Closed,SOC Analyst,North America
INC02419,2025-05-19,IoT Device,Malware,Low,,Open,Security Manager,Europe
INC02420,2025-04-03,Database,SQL Injection,Low,,Open,External Auditor,Europe
INC02421,2024-10-15,Cloud Storage,Insider Threat,Critical,,Open,External Auditor,Oceania
INC02422,2024-08-22,Workstation,Ransomware,High,47.9,Closed,End User,Europe
INC02423,2024-11-30,Firewall,Password Attack,Medium,,Open,SOC Analyst,Asia
INC02424,2024-12-01,Email Server,Zero-Day,High,69.7,Closed,End User,South America
INC02425,2025-04-11,Application Server,Insider Threat,High,69.1,Closed,External Auditor,Oceania
INC02426,2025-03-16,Web Server,DDoS,Critical,31.1,Closed,Security Manager,Asia
INC02427,2025-04-04,Web Server,DDoS,Medium,44.3,Closed,End User,Europe
INC02428,2025-03-18,Cloud Storage,Phishing,Low,46.2,Closed,End User,Africa
INC02429,2024-12-10,Application Server,Phishing,Low,,Closed,External Auditor,Europe
INC02430,2025-03-02,Email Server,Password Attack,High,62.0,Closed,External Auditor,Asia
INC02431,2024-09-20,Cloud Storage,Man-in-the-Middle,Medium,44.9,Closed,External Auditor,Europe
INC02432,2024-11-08,Web Server,Zero-Day,High,43.4,Closed,End User,Africa
INC02433,2024-10-28,Web Server,SQL Injection,High,,Open,SOC Analyst,South America
INC02434,2024-11-17,VPN Gateway,Privilege Escalation,High,66.6,Closed,External Auditor,Europe
INC02435,2024-10-31,Workstation,SQL Injection,Low,61.7,Closed,IT Admin,Oceania
INC02436,2024-08-26,Workstation,Insider Threat,Low,39.2,Closed,SOC Analyst,Europe
INC02437,2024-10-31,Firewall,Insider Threat,Medium,,Closed,SOC Analyst,North America
INC02438,2025-01-29,User Device,Man-in-the-Middle,Low,,Open,End User,Africa
INC02439,2024-07-14,Web Server,Zero-Day,Low,16.9,Closed,External Auditor,Asia
INC02440,2025-04-20,Firewall,Insider Threat,Medium,25.0,Closed,External Auditor,Oceania
INC02441,2025-03-08,Web Server,Insider Threat,High,,Closed,IT Admin,South America
INC02442,2025-06-08,Database,DDoS,Critical,53.2,Closed,IT Admin,Oceania
INC02443,2025-01-20,Workstation,Insider Threat,Critical,31.9,Closed,IT Admin,Asia
INC02444,2025-04-30,Workstation,SQL Injection,Medium,,Open,SOC Analyst,North America
INC02445,2025-03-31,Database,Phishing,High,,Open,End User,Europe
INC02446,2025-04-21,VPN Gateway,Password Attack,Medium,,Closed,External Auditor,South America
INC02447,2024-09-30,Database,Zero-Day,Medium,21.5,Closed,SOC Analyst,Asia
INC02448,2025-05-02,Application Server,DDoS,Low,15.3,Closed,End User,Oceania
INC02449,2025-06-09,IoT Device,Malware,High,13.4,Closed,End User,Europe
INC02450,2024-09-24,User Device,Ransomware,High,66.7,Closed,End User,North America
INC02451,2024-12-26,Cloud Storage,Insider Threat,High,,Closed,External Auditor,South America
INC02452,2025-03-02,Email Server,Ransomware,Low,35.8,Closed,External Auditor,Oceania
INC02453,2024-06-26,Database,Ransomware,High,67.4,Closed,Security Manager,Africa
INC02454,2024-10-27,Cloud Storage,Password Attack,Medium,15.9,Closed,SOC Analyst,North America
INC02455,2024-10-30,Firewall,Phishing,Medium,3.2,Closed,End User,Oceania
INC02456,2024-12-27,Cloud Storage,Phishing,Low,62.3,Closed,SOC Analyst,Europe
INC02457,2025-04-30,IoT Device,Man-in-the-Middle,Low,,Open,IT Admin,South America
INC02458,2024-10-08,User Device,Man-in-the-Middle,Medium,25.8,Closed,External Auditor,North America
INC02459,2024-07-27,Application Server,Ransomware,Medium,59.6,Closed,End User,North America
INC02460,2025-04-25,Web Server,SQL Injection,Medium,71.9,Closed,End User,South America
INC02461,2025-04-01,Workstation,Password Attack,Critical,70.7,Closed,External Auditor,Asia
INC02462,2025-05-11,VPN Gateway,SQL Injection,Medium,30.5,Closed,SOC Analyst,Asia
INC02463,2025-01-02,Email Server,Malware,High,,Open,External Auditor,Africa
INC02464,2025-04-28,Application Server,Malware,Medium,,Closed,End User,Asia
INC02465,2025-01-07,Database,DDoS,Critical,,Open,SOC Analyst,Europe
INC02466,2025-05-24,Workstation,SQL Injection,Medium,40.5,Closed,External Auditor,North America
INC02467,2024-06-19,User Device,Privilege Escalation,Medium,,Open,External Auditor,Oceania
INC02468,2025-01-17,Database,Insider Threat,Critical,4.9,Closed,Security Manager,North America
INC02469,2024-07-17,Application Server,SQL Injection,High,,Open,SOC Analyst,Africa
INC02470,2025-06-16,Database,Zero-Day,Medium,,Closed,End User,South America
INC02471,2024-09-14,Database,SQL Injection,Low,,Open,IT Admin,North America
INC02472,2024-12-29,Email Server,DDoS,High,,Open,SOC Analyst,Oceania
INC02473,2025-06-10,VPN Gateway,Ransomware,Low,10.9,Closed,External Auditor,Europe
INC02474,2024-11-22,Web Server,Man-in-the-Middle,High,,Open,IT Admin,South America
INC02475,2024-09-11,Firewall,Phishing,Medium,,Open,Security Manager,Europe
INC02476,2024-09-21,Workstation,Password Attack,Low,,Open,External Auditor,South America
INC02477,2024-08-26,Workstation,SQL Injection,High,,Open,SOC Analyst,Oceania
INC02478,2024-11-15,Workstation,Privilege Escalation,Low,70.4,Closed,Security Manager,Africa
INC02479,2025-03-13,Workstation,DDoS,High,59.0,Closed,External Auditor,North America
INC02480,2024-07-10,Firewall,DDoS,Medium,,Open,IT Admin,Oceania
INC02481,2025-05-26,Database,Insider Threat,Medium,,Closed,IT Admin,Asia
INC02482,2025-04-22,IoT Device,Phishing,Medium,52.2,Closed,SOC Analyst,South America
INC02483,2025-04-25,Application Server,Ransomware,Medium,,Open,SOC Analyst,Asia
INC02484,2025-01-03,Cloud Storage,Insider Threat,Medium,,Open,Security Manager,Oceania
INC02485,2025-03-07,Email Server,Ransomware,High,15.2,Closed,IT Admin,South America
INC02486,2024-10-11,Workstation,Insider Threat,Critical,,Closed,SOC Analyst,South America
INC02487,2024-10-24,Email Server,Phishing,High,60.4,Closed,Security Manager,Africa
INC02488,2025-01-21,Firewall,Insider Threat,Medium,,Closed,End User,Europe
INC02489,2025-01-24,Workstation,DDoS,Medium,3.0,Closed,External Auditor,North America
INC02490,2024-08-22,VPN Gateway,Password Attack,High,17.7,Closed,IT Admin,Oceania
INC02491,2025-01-28,VPN Gateway,Insider Threat,Medium,35.6,Closed,Security Manager,Europe
INC02492,2025-06-10,Firewall,Zero-Day,Low,71.1,Closed,External Auditor,Africa
INC02493,2024-07-25,Email Server,Malware,Critical,28.0,Closed,End User,Oceania
INC02494,2025-04-29,Workstation,Man-in-the-Middle,Medium,,Open,SOC Analyst,North America
INC02495,2024-09-01,Database,Ransomware,Medium,19.6,Closed,IT Admin,Oceania
INC02496,2024-09-07,IoT Device,Privilege Escalation,Medium,39.1,Closed,IT Admin,Oceania
INC02497,2024-10-07,User Device,Phishing,Low,,Open,SOC Analyst,Asia
INC02498,2024-06-30,User Device,Insider Threat,Critical,2.1,Closed,IT Admin,Europe
INC02499,2025-04-24,Workstation,Insider Threat,High,,Open,External Auditor,Europe
INC02500,2024-08-01,Cloud Storage,Privilege Escalation,High,27.0,Closed,Security Manager,South America
INC02501,2024-08-03,Firewall,Ransomware,Medium,,Open,End User,South America
INC02502,2025-02-15,User Device,Password Attack,Medium,32.2,Closed,External Auditor,North America
INC02503,2024-06-30,Database,Malware,Medium,11.6,Closed,Security Manager,North America
INC02504,2025-03-06,VPN Gateway,Insider Threat,High,53.7,Closed,SOC Analyst,Oceania
INC02505,2024-09-11,VPN Gateway,DDoS,High,,Open,End User,North America
INC02506,2025-05-31,Workstation,Phishing,Medium,,Open,End User,Oceania
INC02507,2024-08-21,VPN Gateway,Ransomware,Critical,,Closed,IT Admin,Africa
INC02508,2025-04-19,Database,SQL Injection,High,39.6,Closed,IT Admin,North America
INC02509,2024-10-18,Workstation,Man-in-the-Middle,Low,55.0,Closed,SOC Analyst,South America
INC02510,2025-02-28,Cloud Storage,Password Attack,Medium,,Open,External Auditor,Africa
INC02511,2025-02-21,IoT Device,SQL Injection,High,,Open,End User,Asia
INC02512,2024-10-30,User Device,DDoS,Medium,,Closed,SOC Analyst,Oceania
INC02513,2024-08-30,Web Server,SQL Injection,Low,59.6,Closed,IT Admin,Oceania
INC02514,2025-05-26,Email Server,Ransomware,Medium,,Open,End User,South America
INC02515,2025-05-18,VPN Gateway,Ransomware,Medium,4.2,Closed,IT Admin,Asia
INC02516,2024-08-01,Workstation,Insider Threat,Medium,6.4,Closed,IT Admin,South America
INC02517,2024-12-07,Web Server,DDoS,Low,,Open,Security Manager,North America
INC02518,2025-05-06,Email Server,Ransomware,Medium,,Closed,Security Manager,North America
INC02519,2024-11-08,Firewall,DDoS,High,,Open,External Auditor,Oceania
INC02520,2024-09-20,IoT Device,Privilege Escalation,Medium,64.0,Closed,IT Admin,Africa
INC02521,2024-09-19,IoT Device,Ransomware,Medium,31.7,Closed,External Auditor,South America
INC02522,2025-01-27,Application Server,SQL Injection,Low,66.8,Closed,SOC Analyst,Europe
INC02523,2024-11-23,Workstation,Insider Threat,High,34.5,Closed,SOC Analyst,Africa
INC02524,2025-04-20,Email Server,Phishing,High,51.0,Closed,SOC Analyst,Africa
INC02525,2024-10-16,Cloud Storage,Privilege Escalation,Critical,59.2,Closed,SOC Analyst,Africa
INC02526,2025-03-18,User Device,Ransomware,Medium,18.8,Closed,SOC Analyst,Africa
INC02527,2024-08-12,User Device,Malware,High,40.7,Closed,End User,Africa
INC02528,2024-09-16,Database,SQL Injection,Medium,40.4,Closed,IT Admin,North America
INC02529,2024-11-12,VPN Gateway,Ransomware,High,,Open,IT Admin,Oceania
INC02530,2024-07-28,Database,Man-in-the-Middle,Medium,,Closed,Security Manager,North America
INC02531,2024-11-14,User Device,Malware,Medium,24.5,Closed,IT Admin,Oceania
INC02532,2025-01-28,Application Server,Phishing,High,,Closed,SOC Analyst,North America
INC02533,2024-07-13,Web Server,Phishing,Critical,,Closed,IT Admin,Oceania
INC02534,2024-07-27,IoT Device,Malware,High,,Closed,IT Admin,South America
INC02535,2025-04-29,VPN Gateway,Man-in-the-Middle,High,,Open,External Auditor,North America
INC02536,2025-04-03,Application Server,Password Attack,Critical,,Open,External Auditor,Oceania
INC02537,2025-01-21,Workstation,SQL Injection,Medium,40.2,Closed,IT Admin,Africa
INC02538,2024-07-11,IoT Device,Man-in-the-Middle,Medium,36.4,Closed,SOC Analyst,Europe
INC02539,2025-03-21,Workstation,Man-in-the-Middle,Medium,5.0,Closed,Security Manager,South America
INC02540,2025-05-29,User Device,Insider Threat,Medium,,Open,SOC Analyst,North America
INC02541,2024-07-15,Workstation,Ransomware,Medium,46.6,Closed,SOC Analyst,Asia
INC02542,2024-09-27,Workstation,Man-in-the-Middle,Low,,Closed,Security Manager,Africa
INC02543,2025-04-17,Firewall,Insider Threat,Medium,,Open,End User,Africa
INC02544,2025-02-22,Application Server,Password Attack,Medium,27.6,Closed,IT Admin,Africa
INC02545,2024-12-08,Web Server,Man-in-the-Middle,Low,45.8,Closed,SOC Analyst,South America
INC02546,2025-03-04,Firewall,Insider Threat,High,45.0,Closed,Security Manager,Africa
INC02547,2024-12-19,Web Server,Privilege Escalation,High,68.7,Closed,External Auditor,Europe
INC02548,2025-04-15,Database,Phishing,Medium,,Open,SOC Analyst,South America
INC02549,2025-02-09,User Device,Malware,High,66.1,Closed,SOC Analyst,Asia
INC02550,2024-08-02,Workstation,DDoS,Low,35.2,Closed,IT Admin,Africa
INC02551,2025-03-11,Cloud Storage,Ransomware,Critical,6.5,Closed,End User,Europe
INC02552,2025-03-31,Database,DDoS,Medium,45.3,Closed,End User,Oceania
INC02553,2025-03-23,User Device,Privilege Escalation,High,48.7,Closed,End User,South America
INC02554,2025-01-17,Email Server,Phishing,High,31.4,Closed,IT Admin,Asia
INC02555,2024-09-21,Cloud Storage,Ransomware,Medium,,Closed,End User,North America
INC02556,2024-10-25,Web Server,Insider Threat,Medium,70.8,Closed,Security Manager,Europe
INC02557,2024-12-19,Application Server,SQL Injection,High,,Open,Security Manager,Europe
INC02558,2024-07-08,Application Server,Password Attack,High,15.1,Closed,IT Admin,Oceania
INC02559,2025-06-07,Database,Zero-Day,Low,30.8,Closed,End User,Asia
INC02560,2024-09-29,IoT Device,Man-in-the-Middle,Medium,66.3,Closed,IT Admin,Oceania
INC02561,2025-04-24,Application Server,Ransomware,Medium,37.1,Closed,IT Admin,Asia
INC02562,2024-12-31,Email Server,Zero-Day,Medium,,Open,End User,North America
INC02563,2025-01-21,Web Server,SQL Injection,Critical,66.2,Closed,IT Admin,Asia
INC02564,2025-03-11,User Device,SQL Injection,Medium,63.8,Closed,SOC Analyst,South America
INC02565,2025-02-25,Email Server,Malware,High,,Closed,External Auditor,South America
INC02566,2024-09-22,VPN Gateway,Malware,Low,,Open,IT Admin,Europe
INC02567,2024-08-19,Database,Ransomware,Medium,11.4,Closed,End User,Europe
INC02568,2025-05-29,Cloud Storage,Phishing,Medium,,Open,External Auditor,Africa
INC02569,2024-10-07,Application Server,Insider Threat,Low,,Closed,External Auditor,South America
INC02570,2024-09-09,User Device,Phishing,Critical,,Closed,IT Admin,Europe
INC02571,2025-06-05,Web Server,Privilege Escalation,Critical,,Closed,Security Manager,North America
INC02572,2024-09-10,Email Server,Privilege Escalation,Low,2.9,Closed,Security Manager,Asia
INC02573,2024-10-20,VPN Gateway,SQL Injection,Medium,59.6,Closed,External Auditor,North America
INC02574,2024-11-18,Web Server,Privilege Escalation,Critical,,Open,External Auditor,Asia
INC02575,2025-04-11,Web Server,Malware,Low,7.0,Closed,SOC Analyst,Africa
INC02576,2024-07-26,IoT Device,SQL Injection,Medium,,Open,End User,Europe
INC02577,2025-02-20,Cloud Storage,Man-in-the-Middle,Low,,Open,External Auditor,Europe
INC02578,2024-11-22,Firewall,DDoS,High,,Open,IT Admin,Africa
INC02579,2024-08-14,User Device,DDoS,Medium,,Closed,Security Manager,Asia
INC02580,2024-12-29,Application Server,Insider Threat,Medium,,Open,End User,North America
INC02581,2024-06-27,Workstation,DDoS,High,,Open,SOC Analyst,Asia
INC02582,2024-07-31,Web Server,Password Attack,High,67.5,Closed,Security Manager,South America
INC02583,2025-05-26,User Device,Malware,Medium,,Closed,IT Admin,South America
INC02584,2025-06-09,Web Server,Ransomware,Medium,5.9,Closed,IT Admin,Asia
INC02585,2024-12-01,Cloud Storage,Privilege Escalation,High,,Closed,SOC Analyst,South America
INC02586,2025-04-01,VPN Gateway,Malware,Medium,54.2,Closed,SOC Analyst,Europe
INC02587,2025-02-27,Workstation,Password Attack,Critical,59.2,Closed,External Auditor,Africa
INC02588,2025-03-17,Cloud Storage,Privilege Escalation,Medium,,Closed,Security Manager,South America
INC02589,2024-09-04,Email Server,Privilege Escalation,Medium,38.7,Closed,End User,Asia
INC02590,2025-05-29,Database,Ransomware,Low,40.8,Closed,External Auditor,South America
INC02591,2025-03-11,Application Server,SQL Injection,Medium,62.4,Closed,External Auditor,Oceania
INC02592,2024-09-21,Email Server,Insider Threat,Medium,,Closed,IT Admin,Oceania
INC02593,2024-12-09,IoT Device,Malware,Low,,Closed,End User,South America
INC02594,2024-06-30,Web Server,Privilege Escalation,Low,,Open,External Auditor,Africa
INC02595,2024-06-21,Database,SQL Injection,Medium,14.7,Closed,SOC Analyst,Oceania
INC02596,2024-10-30,Workstation,Privilege Escalation,Medium,30.2,Closed,External Auditor,Oceania
INC02597,2024-08-29,IoT Device,Insider Threat,Low,42.1,Closed,Security Manager,Oceania
INC02598,2025-01-18,User Device,Privilege Escalation,Critical,54.2,Closed,Security Manager,North America
INC02599,2024-09-24,Workstation,DDoS,Medium,27.6,Closed,Security Manager,Oceania
INC02600,2024-08-31,Firewall,DDoS,Critical,,Open,SOC Analyst,Africa
INC02601,2025-01-11,IoT Device,Privilege Escalation,High,62.0,Closed,IT Admin,Europe
INC02602,2025-04-24,Email Server,Ransomware,Low,,Open,Security Manager,South America
INC02603,2024-09-03,User Device,Phishing,Critical,51.0,Closed,External Auditor,South America
INC02604,2025-03-31,Cloud Storage,Malware,Low,31.2,Closed,SOC Analyst,Oceania
INC02605,2024-11-04,Email Server,Ransomware,Medium,68.0,Closed,IT Admin,Africa
INC02606,2024-08-12,Firewall,Password Attack,High,44.2,Closed,End User,Oceania
INC02607,2025-02-14,User Device,DDoS,Medium,41.3,Closed,SOC Analyst,Asia
INC02608,2025-06-17,Application Server,Insider Threat,Medium,10.2,Closed,IT Admin,Oceania
INC02609,2024-09-02,IoT Device,Insider Threat,Low,40.4,Closed,IT Admin,South America
INC02610,2024-08-20,Application Server,Man-in-the-Middle,High,32.4,Closed,End User,North America
INC02611,2024-09-10,Cloud Storage,Privilege Escalation,High,,Open,SOC Analyst,Europe
INC02612,2025-06-11,User Device,Zero-Day,Medium,8.9,Closed,IT Admin,Europe
INC02613,2024-09-21,Application Server,Privilege Escalation,Medium,66.7,Closed,SOC Analyst,Asia
INC02614,2025-03-12,Workstation,Insider Threat,High,18.8,Closed,End User,Africa
INC02615,2025-01-30,Web Server,Phishing,High,,Open,IT Admin,North America
INC02616,2025-06-15,User Device,Insider Threat,Medium,65.5,Closed,Security Manager,North America
INC02617,2025-05-21,Database,Insider Threat,Medium,7.3,Closed,IT Admin,Africa
INC02618,2024-12-29,Web Server,Phishing,Medium,28.3,Closed,SOC Analyst,Africa
INC02619,2024-07-22,Workstation,Malware,Medium,44.5,Closed,End User,North America
INC02620,2024-10-29,Cloud Storage,DDoS,High,,Open,External Auditor,South America
INC02621,2024-07-25,Cloud Storage,DDoS,Medium,,Closed,End User,Europe
INC02622,2024-07-27,Workstation,SQL Injection,Medium,,Open,Security Manager,South America
INC02623,2024-11-04,IoT Device,SQL Injection,High,6.1,Closed,Security Manager,Europe
INC02624,2024-11-24,Cloud Storage,DDoS,Medium,26.1,Closed,External Auditor,North America
INC02625,2024-10-10,VPN Gateway,Insider Threat,Medium,70.7,Closed,External Auditor,Oceania
INC02626,2024-08-14,Database,SQL Injection,Low,,Closed,External Auditor,Oceania
INC02627,2024-09-18,Workstation,Malware,High,15.9,Closed,Security Manager,Europe
INC02628,2025-05-04,Email Server,Password Attack,High,67.1,Closed,IT Admin,Asia
INC02629,2024-11-25,Database,Zero-Day,Low,7.5,Closed,SOC Analyst,Europe
INC02630,2025-03-26,Database,Malware,Medium,2.0,Closed,SOC Analyst,Europe
INC02631,2024-11-14,Firewall,Man-in-the-Middle,Medium,24.2,Closed,Security Manager,South America
INC02632,2024-09-12,IoT Device,Password Attack,Critical,,Open,Security Manager,North America
INC02633,2024-07-12,User Device,SQL Injection,Medium,43.5,Closed,IT Admin,Africa
INC02634,2025-01-04,Web Server,DDoS,Critical,22.6,Closed,SOC Analyst,North America
INC02635,2024-11-10,Workstation,SQL Injection,Medium,18.6,Closed,IT Admin,Oceania
INC02636,2025-02-10,Database,Insider Threat,High,9.6,Closed,IT Admin,South America
INC02637,2024-10-06,User Device,DDoS,High,,Open,IT Admin,Oceania
INC02638,2025-05-02,VPN Gateway,Privilege Escalation,Low,14.8,Closed,IT Admin,Asia
INC02639,2024-09-26,Cloud Storage,DDoS,Medium,25.8,Closed,Security Manager,Oceania
INC02640,2024-07-02,IoT Device,Zero-Day,Medium,31.8,Closed,IT Admin,Africa
INC02641,2025-02-14,Database,Man-in-the-Middle,Low,49.7,Closed,End User,South America
INC02642,2025-06-04,Application Server,Ransomware,Critical,33.5,Closed,SOC Analyst,South America
INC02643,2024-06-24,IoT Device,Man-in-the-Middle,Medium,32.0,Closed,SOC Analyst,South America
INC02644,2024-10-17,Web Server,Insider Threat,Critical,,Open,Security Manager,Africa
INC02645,2025-04-04,Web Server,Password Attack,High,28.3,Closed,IT Admin,North America
INC02646,2024-07-16,Email Server,DDoS,High,,Open,IT Admin,North America
INC02647,2024-11-29,Application Server,Phishing,High,,Open,Security Manager,North America
INC02648,2024-07-02,Workstation,Insider Threat,Medium,53.3,Closed,External Auditor,Oceania
INC02649,2025-03-21,Database,Privilege Escalation,Medium,,Closed,External Auditor,South America
INC02650,2024-10-28,IoT Device,Phishing,Low,39.4,Closed,End User,Europe
INC02651,2024-11-10,IoT Device,Privilege Escalation,Medium,,Open,SOC Analyst,Europe
INC02652,2025-04-15,Web Server,Password Attack,Low,68.6,Closed,IT Admin,Oceania
INC02653,2024-09-14,Cloud Storage,Privilege Escalation,Low,,Open,End User,Oceania
INC02654,2025-04-13,Workstation,Privilege Escalation,Medium,53.5,Closed,External Auditor,Africa
INC02655,2024-07-31,Database,Malware,Medium,,Open,External Auditor,Africa
INC02656,2024-10-27,Web Server,Zero-Day,Medium,,Open,IT Admin,Europe
INC02657,2024-09-13,Cloud Storage,Zero-Day,Medium,15.7,Closed,IT Admin,North America
INC02658,2024-08-07,VPN Gateway,SQL Injection,High,,Open,External Auditor,North America
INC02659,2024-08-01,VPN Gateway,Zero-Day,Medium,36.5,Closed,External Auditor,Europe
INC02660,2024-08-03,IoT Device,Insider Threat,Critical,52.3,Closed,IT Admin,Europe
INC02661,2025-01-06,User Device,Privilege Escalation,High,,Open,SOC Analyst,Oceania
INC02662,2024-09-19,Application Server,Man-in-the-Middle,Low,,Closed,IT Admin,Oceania
INC02663,2024-08-02,Firewall,Password Attack,Medium,,Closed,End User,North America
INC02664,2024-07-14,Application Server,Insider Threat,High,45.4,Closed,Security Manager,Africa
INC02665,2025-05-30,Web Server,Malware,High,65.0,Closed,IT Admin,Oceania
INC02666,2024-12-25,Application Server,SQL Injection,High,67.4,Closed,Security Manager,South America
INC02667,2024-08-19,Cloud Storage,Ransomware,Low,,Closed,External Auditor,Asia
INC02668,2025-03-15,Firewall,DDoS,Low,53.8,Closed,End User,South America
INC02669,2025-02-25,Firewall,Man-in-the-Middle,Medium,66.7,Closed,SOC Analyst,Asia
INC02670,2024-11-23,Email Server,SQL Injection,High,,Closed,End User,Europe
INC02671,2024-09-19,Application Server,Zero-Day,High,68.2,Closed,Security Manager,Europe
INC02672,2024-08-28,Email Server,Insider Threat,Medium,17.5,Closed,IT Admin,Asia
INC02673,2024-09-20,IoT Device,Password Attack,High,,Closed,External Auditor,North America
INC02674,2024-09-05,Cloud Storage,Password Attack,Medium,68.6,Closed,Security Manager,Africa
INC02675,2025-02-04,Cloud Storage,Man-in-the-Middle,High,44.7,Closed,Security Manager,Oceania
INC02676,2025-01-22,Workstation,Ransomware,Low,,Closed,End User,Oceania
INC02677,2024-08-03,Database,Man-in-the-Middle,Medium,7.2,Closed,SOC Analyst,South America
INC02678,2024-08-16,VPN Gateway,DDoS,Medium,,Closed,External Auditor,Oceania
INC02679,2024-12-30,IoT Device,Ransomware,Medium,4.6,Closed,End User,Europe
INC02680,2024-11-29,Workstation,Malware,Medium,33.8,Closed,End User,Asia
INC02681,2025-03-07,Database,Ransomware,Medium,,Open,IT Admin,South America
INC02682,2024-10-18,User Device,Malware,Medium,31.8,Closed,End User,North America
INC02683,2025-06-10,IoT Device,SQL Injection,Medium,,Open,SOC Analyst,Asia
INC02684,2025-05-05,Web Server,Password Attack,Medium,28.8,Closed,External Auditor,North America
INC02685,2024-06-27,IoT Device,Man-in-the-Middle,Medium,6.2,Closed,IT Admin,South America
INC02686,2025-06-15,Workstation,Password Attack,Low,,Closed,External Auditor,Africa
INC02687,2024-09-06,Application Server,Insider Threat,High,11.6,Closed,End User,Africa
INC02688,2024-11-11,Cloud Storage,Phishing,Low,62.5,Closed,External Auditor,Africa
INC02689,2024-11-18,VPN Gateway,Man-in-the-Middle,High,22.9,Closed,IT Admin,Europe
INC02690,2024-10-09,Application Server,Man-in-the-Middle,Low,53.9,Closed,End User,Africa
INC02691,2024-07-30,Application Server,Privilege Escalation,High,27.5,Closed,End User,Oceania
INC02692,2024-08-08,Workstation,DDoS,High,23.3,Closed,External Auditor,North America
INC02693,2025-05-07,Cloud Storage,Password Attack,Medium,,Open,SOC Analyst,North America
INC02694,2025-05-28,Email Server,SQL Injection,High,,Open,IT Admin,North America
INC02695,2025-02-17,Email Server,Malware,Medium,62.8,Closed,SOC Analyst,Europe
INC02696,2025-06-16,Application Server,Password Attack,Medium,,Open,Security Manager,Africa
INC02697,2025-03-17,Database,SQL Injection,High,61.6,Closed,External Auditor,Africa
INC02698,2024-12-04,Cloud Storage,Privilege Escalation,Low,,Open,IT Admin,South America
